GPU: NVIDIA GeForce 930M
CPU: Intel(R) Pentium(R) CPU 3825U @ 1.90GHz
Python - numba/numpy
blockspergrid_x=2
blockspergrid_y=2
Count	CPU	GPU

10	0.0	0.01699209213256836

11	0.0	0.018990039825439453

12	0.0	0.009991168975830078

13	0.0	0.010994911193847656

14	0.0	0.010987281799316406

15	0.0	0.00799417495727539

16	0.0010001659393310547	0.008996248245239258

17	0.0	0.007999420166015625

18	0.0	0.00899362564086914

19	0.0	0.011993885040283203

20	0.0	0.012363195419311523

21	0.0	0.010022878646850586

22	0.0	0.011003732681274414

23	0.0	0.008994102478027344

24	0.0	0.009988069534301758

25	0.0	0.009990215301513672

26	0.0	0.013007879257202148

27	0.0	0.009998321533203125

28	0.0	0.010010480880737305

29	0.0	0.016000747680664062

30	0.0	0.010952472686767578

31	0.0	0.010976314544677734

32	0.0	0.010991334915161133

33	0.0	0.01899409294128418

34	0.0	0.00998544692993164

35	0.0	0.010992050170898438

36	0.0	0.010013818740844727

37	0.0	0.008996963500976562

38	0.0	0.011005163192749023

39	0.0	0.00900125503540039

40	0.0	0.010996580123901367

41	0.0	0.014985322952270508

42	0.0	0.013997316360473633

43	0.0009999275207519531	0.0189816951751709

44	0.0	0.011998891830444336

45	0.0	0.011988162994384766

46	0.0	0.01099705696105957

47	0.0009992122650146484	0.010001182556152344

48	0.0	0.014216423034667969

49	0.0	0.011998414993286133

50	0.0	0.012998342514038086

51	0.006998538970947266	0.022988557815551758

52	0.0	0.010988950729370117

53	0.0	0.01199650764465332

54	0.0	0.009992837905883789

55	0.002000570297241211	0.009005546569824219

56	0.0	0.012995481491088867

57	0.0009963512420654297	0.010991096496582031

58	0.0010008811950683594	0.013003110885620117

59	0.0009999275207519531	0.016986370086669922

60	0.0009970664978027344	0.010001420974731445

61	0.0	0.008992671966552734

62	0.0010004043579101562	0.012988805770874023

63	0.0	0.00999760627746582

64	0.001001119613647461	0.009999275207519531

65	0.0010013580322265625	0.011986970901489258

66	0.0	0.017994165420532227

67	0.0	0.016997337341308594

68	0.0020074844360351562	0.014994621276855469

69	0.000995635986328125	0.00800013542175293

70	0.0010004043579101562	0.011423349380493164

71	0.0	0.011961698532104492

72	0.0029993057250976562	0.009993791580200195

73	0.0	0.01199030876159668

74	0.0	0.01299142837524414

75	0.0019981861114501953	0.01408696174621582

76	0.0	0.012995004653930664

77	0.0019965171813964844	0.011992692947387695

78	0.0	0.010996103286743164

79	0.0	0.010991334915161133

80	0.0	0.012984275817871094

81	0.0019960403442382812	0.010986804962158203

82	0.000995635986328125	0.009990930557250977

83	0.0009970664978027344	0.01198887825012207

84	0.0009965896606445312	0.01999044418334961

85	0.0009951591491699219	0.01700448989868164

86	0.0	0.013979434967041016

87	0.0009999275207519531	0.010992765426635742

88	0.0	0.010996341705322266

89	0.002003192901611328	0.0159912109375

90	0.0	0.011991739273071289

91	0.002000093460083008	0.013995647430419922

92	0.0	0.014993906021118164

93	0.002994060516357422	0.012993335723876953

94	0.0009982585906982422	0.009987115859985352

95	0.0010001659393310547	0.011013984680175781

96	0.00196075439453125	0.00899815559387207

97	0.0009799003601074219	0.011973857879638672

98	0.0009970664978027344	0.011981725692749023

99	0.001995563507080078	0.011962890625

100	0.0029799938201904297	0.010011434555053711

101	0.0010051727294921875	0.013004541397094727

102	0.0019996166229248047	0.012007951736450195

103	0.0019943714141845703	0.009992122650146484

104	0.0029947757720947266	0.013976097106933594

105	0.0009989738464355469	0.013991832733154297

106	0.003960847854614258	0.012999773025512695

107	0.0010037422180175781	0.009981155395507812

108	0.003991842269897461	0.014989137649536133

109	0.0019991397857666016	0.012988567352294922

110	0.0009984970092773438	0.011003971099853516

111	0.0009980201721191406	0.012993097305297852

112	0.0009975433349609375	0.012998819351196289

113	0.0019936561584472656	0.011995553970336914

114	0.0029964447021484375	0.011977672576904297

115	0.003000020980834961	0.013996362686157227

116	0.0019960403442382812	0.017996788024902344

117	0.0019981861114501953	0.016978025436401367

118	0.0009980201721191406	0.01598811149597168

119	0.001996278762817383	0.011995077133178711

120	0.0029909610748291016	0.011000394821166992

121	0.000995635986328125	0.012997150421142578

122	0.0009980201721191406	0.015992164611816406

123	0.003990888595581055	0.024977684020996094

124	0.002995014190673828	0.01299738883972168

125	0.00099945068359375	0.015775680541992188

126	0.0	0.012509584426879883

127	0.0010006427764892578	0.011001110076904297

128	0.0020058155059814453	0.013748407363891602

129	0.002986907958984375	0.013017654418945312

130	0.0009965896606445312	0.016996145248413086

131	0.001994609832763672	0.016994714736938477

132	0.0019974708557128906	0.01298666000366211

133	0.00400233268737793	0.012987852096557617

134	0.0019986629486083984	0.012990951538085938

135	0.001983642578125	0.011995315551757812

136	0.000997304916381836	0.015989303588867188

137	0.004003047943115234	0.013990640640258789

138	0.0029942989349365234	0.017992258071899414

139	0.002997159957885742	0.019984006881713867

140	0.003989458084106445	0.01499795913696289

141	0.002994537353515625	0.016983747482299805

142	0.002003908157348633	0.01653885841369629

143	0.0029997825622558594	0.014987468719482422

144	0.0029997825622558594	0.016988754272460938

145	0.0020029544830322266	0.015395164489746094

146	0.004002094268798828	0.011003971099853516

147	0.002992391586303711	0.0149993896484375

148	0.0019965171813964844	0.014989614486694336

149	0.0049974918365478516	0.015994548797607422

150	0.004996776580810547	0.019988298416137695

151	0.004002094268798828	0.016983509063720703

152	0.002000570297241211	0.012996912002563477

153	0.0030176639556884766	0.014987945556640625

154	0.003993988037109375	0.014991283416748047

155	0.00899362564086914	0.015996217727661133

156	0.003993988037109375	0.022991657257080078

157	0.0050013065338134766	0.011997699737548828

158	0.0040035247802734375	0.01517629623413086

159	0.002000093460083008	0.016976594924926758

160	0.004974365234375	0.016988515853881836

161	0.004992485046386719	0.017971038818359375

162	0.003998279571533203	0.01798725128173828

163	0.003957986831665039	0.015012502670288086

164	0.003957509994506836	0.017971277236938477

165	0.00598597526550293	0.018976688385009766

166	0.003977060317993164	0.014011859893798828

167	0.004995584487915039	0.019987106323242188

168	0.0040013790130615234	0.015000581741333008

169	0.003988981246948242	0.014005661010742188

170	0.004957914352416992	0.020964860916137695

171	0.005991220474243164	0.01798844337463379

172	0.008991718292236328	0.013999462127685547

173	0.004993915557861328	0.017001628875732422

174	0.003988504409790039	0.018991708755493164

175	0.0069980621337890625	0.02597522735595703

176	0.0049860477447509766	0.022988080978393555

177	0.008994340896606445	0.019977807998657227

178	0.005997419357299805	0.0199892520904541

179	0.009994745254516602	0.020984411239624023

180	0.009996175765991211	0.017988920211791992

181	0.007991552352905273	0.018987178802490234

182	0.004993915557861328	0.025992631912231445

183	0.007991790771484375	0.024988889694213867

184	0.005998373031616211	0.03098273277282715

185	0.007992029190063477	0.01999187469482422

186	0.007994413375854492	0.023987531661987305

187	0.005995273590087891	0.017000198364257812

188	0.0059947967529296875	0.022380352020263672

189	0.007004737854003906	0.02124810218811035

190	0.00499725341796875	0.016989469528198242

191	0.00500178337097168	0.01881861686706543

192	0.004997968673706055	0.020987510681152344

193	0.004995107650756836	0.021989822387695312

194	0.008992910385131836	0.025981664657592773

195	0.0049932003021240234	0.01699209213256836

196	0.004996776580810547	0.017422914505004883

197	0.006996631622314453	0.019977092742919922

198	0.010996341705322266	0.014995813369750977

199	0.005995035171508789	0.01898503303527832

200	0.006995439529418945	0.01911330223083496

201	0.004987239837646484	0.016994714736938477

202	0.006990194320678711	0.027976512908935547

203	0.009991884231567383	0.021991968154907227

204	0.0089874267578125	0.01999068260192871

205	0.008992671966552734	0.027986764907836914

206	0.009989023208618164	0.023981332778930664

207	0.006994009017944336	0.016983747482299805

208	0.007003307342529297	0.020993947982788086

209	0.007996797561645508	0.016995906829833984

210	0.0070018768310546875	0.02155780792236328

211	0.011991262435913086	0.021992206573486328

212	0.009993553161621094	0.025986671447753906

213	0.008995532989501953	0.021989107131958008

214	0.00799107551574707	0.017316102981567383

215	0.007986068725585938	0.01699090003967285

216	0.0069882869720458984	0.026149272918701172

217	0.008993864059448242	0.01899576187133789

218	0.006987333297729492	0.019984006881713867

219	0.009982585906982422	0.02098560333251953

220	0.00698542594909668	0.0229799747467041

221	0.01398777961730957	0.019991159439086914

222	0.007978439331054688	0.020986557006835938

223	0.007984399795532227	0.019985437393188477

224	0.007984399795532227	0.020988941192626953

225	0.009987115859985352	0.023912906646728516

226	0.007987499237060547	0.01899123191833496

227	0.009986400604248047	0.022991418838500977

228	0.009985208511352539	0.02698493003845215

229	0.008991003036499023	0.01897740364074707

230	0.012992143630981445	0.023584842681884766

231	0.009989500045776367	0.01997852325439453

232	0.011992216110229492	0.01998448371887207

233	0.00899958610534668	0.02096104621887207

234	0.008990049362182617	0.01999354362487793

235	0.013992786407470703	0.020749330520629883

236	0.011993169784545898	0.01978778839111328

237	0.014993667602539062	0.019986391067504883

238	0.009986639022827148	0.02239847183227539

239	0.009981870651245117	0.02398848533630371

240	0.008989095687866211	0.021414995193481445

241	0.0089874267578125	0.01868414878845215

242	0.011991262435913086	0.02298593521118164

243	0.011987686157226562	0.02499556541442871

244	0.00999140739440918	0.02698373794555664

245	0.011990785598754883	0.020987272262573242

246	0.011992931365966797	0.027982473373413086

247	0.012984752655029297	0.026992321014404297

248	0.008991479873657227	0.022983789443969727

249	0.012993574142456055	0.020983219146728516

250	0.010991573333740234	0.026984691619873047

251	0.011994600296020508	0.024303913116455078

252	0.011988401412963867	0.02198958396911621

253	0.010979890823364258	0.022988080978393555

