GPU: NVIDIA GeForce 930M
CPU: Intel(R) Pentium(R) CPU 3825U @ 1.90GHz
Python - numba/numpy
blockspergrid_x=1
blockspergrid_y=1
Count	CPU	GPU

10	0.0010061264038085938	0.016977310180664062

11	0.0	0.0159912109375

12	0.0	0.012990474700927734

13	0.0	0.012992143630981445

14	0.0	0.02597498893737793

15	0.0	0.013993024826049805

16	0.0	0.012984037399291992

17	0.0	0.011992454528808594

18	0.0009996891021728516	0.010991811752319336

19	0.0	0.013995170593261719

20	0.0	0.015991687774658203

21	0.0	0.020984888076782227

22	0.0	0.017991304397583008

23	0.00099945068359375	0.015993833541870117

24	0.0	0.015995264053344727

25	0.0	0.013993263244628906

26	0.0	0.014993906021118164

27	0.0	0.018989086151123047

28	0.0	0.01598668098449707

29	0.0	0.018987417221069336

30	0.0	0.01598978042602539

31	0.0	0.01599287986755371

32	0.0	0.009991884231567383

33	0.0	0.011002779006958008

34	0.0010008811950683594	0.009982109069824219

35	0.0	0.01596856117248535

36	0.0	0.01798701286315918

37	0.0	0.02098536491394043

38	0.0009996891021728516	0.013992071151733398

39	0.0009975433349609375	0.01299428939819336

40	0.0	0.012996912002563477

41	0.0	0.00899815559387207

42	0.0009996891021728516	0.011227130889892578

43	0.0009970664978027344	0.008996963500976562

44	0.0	0.01498866081237793

45	0.003999948501586914	0.011356115341186523

46	0.0009984970092773438	0.010998725891113281

47	0.0	0.010996341705322266

48	0.0	0.011998414993286133

49	0.001001119613647461	0.00897669792175293

50	0.0	0.009997129440307617

51	0.0009987354278564453	0.014991998672485352

52	0.0	0.01299595832824707

53	0.0009989738464355469	0.016993045806884766

54	0.0	0.010991096496582031

55	0.0	0.011993169784545898

56	0.0	0.01296687126159668

57	0.0009999275207519531	0.009995698928833008

58	0.0	0.01198887825012207

59	0.0009970664978027344	0.0099945068359375

60	0.0	0.014016151428222656

61	0.0	0.029977083206176758

62	0.0010037422180175781	0.009993791580200195

63	0.0019989013671875	0.013974905014038086

64	0.001995563507080078	0.011990070343017578

